Server Name 	Install Server 	Contract 
ltpamplayground02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liitsm108.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltagil101.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liedi02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltbom4.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liinstiaas01.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
linagi62.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi62.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltbppm07.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltpamplayground03.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
libppm21.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltbppm08.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
linagi24.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltsudom02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lidkedcockpit01.bmwgroup.net	              lpinstiaashsed02	IAAS_NTT_LI-UX_HS_SRV
liagpampoc004.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lttsbem03.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
litsbem03.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liorch124.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltitsm103.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi53.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lt09pamplayground03.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltedinfo02.bmwgroup.net	              lpinstiaashsed02	IAAS_NTT_LI-UX_HS_SRV
ltbppm04.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi57.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
linagi14.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi50.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
linagi16.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi61.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lienter08.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltinst02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltpamplayground01.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
litsbem04.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lttsbem04.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lirudder7ptm01.bmwgroup.net	              ltinstmixi01	IAAS_NTT_LI-UX_HS_SRV
ltorch123.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltruddersbm02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liitsm107.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liitsm104.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liitsm111.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltitsm101.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lirudder7ptc02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lirudderinstallp02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
linagi66.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
linagi67.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi12.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liagpam003.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
litpa02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
litssso02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
lienter06.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
li09pam001.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
linagi23.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltorch124.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltruddersbr02.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
litsims03.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltbom6.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
liitsm110.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi51.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
ltnagi52.bmwgroup.net	              lpinstiaashs02	IAAS_NTT_LI-UX_HS_SRV
