ServerName	Server Contract 	Install Server
lpxenpwb021	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb022	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb023	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb024	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2020	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2021	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2022	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2023	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2024	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2025	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2026	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2027	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2028	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenpwb2029	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi19	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi20	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi21	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi22	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi23	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi24	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi25	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi26	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi27	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi28	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi29	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi30	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi31	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi32	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi33	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi34	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi35	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi36	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi37	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi38	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi39	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi40	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi41	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi42	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi43	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensdi44	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor09	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor10	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor13	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor14	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor15	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor16	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor17	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor18	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor19	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxensor20	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentb2v13	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentb2v14	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentb2va15	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentb2va16	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentb2vb15	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentb2vb16	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentbigd05	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentbigd06	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg067	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg068	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg069	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg070	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg071	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg072	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg073	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg074	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg075	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentpg076	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa025	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa026	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa027	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa028	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa029	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa030	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa031	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa032	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2020	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2021	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2022	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2023	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2024	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2025	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2026	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2027	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2028	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwa2029	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb021	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb022	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb025	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb026	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb027	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb028	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb029	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb030	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb031	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb032	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2020	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2021	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2022	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2023	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2024	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2025	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2026	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2027	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2028	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxentwb2029	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenwebt3	IAAS_NTT_LI-UX_SRV	lpinstiaas02
lpxenwebt4	IAAS_NTT_LI-UX_SRV	lpinstiaas02
