ServerName	Server Contract 	Install Server
lp19xenpwa2024	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xenpwa2025	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xenpwb2020	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xenpwb2021	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xenpwb2022	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xenpwb2023	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xenpwb2024	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xenpwb2025	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xens01	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xens02	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentb2v09	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentb2v10	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg009	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg010	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg011	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg012	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg013	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg014	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg015	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentpg016	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentw005	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentw006	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentw007	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentw008	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwa2020	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwa2021	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwa2022	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwa2023	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwb2020	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwb2021	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwb2022	IAAS_NTT_LI-UX_SRV	lp19instiaas02
lp19xentwb2023	IAAS_NTT_LI-UX_SRV	lp19instiaas02
